Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
0,-0.22064709216893877,-1.6971360022395192,0,1,0,0,0,-0.3045174163605091,0.25775348123448183,-1.4800337474133236,-2.0832243070150342,-0.2876857311500217,0.31094650034529636,-1.112752478987003,-0.006596449089920076,Dropout
0,0.013552923694129249,0.10308929272953384,1,0,1,0,0,-0.3045174163605091,-0.5203297926791717,-1.4800337474133236,-2.0832243070150342,-0.2876857311500217,-0.5729499728367128,-1.4290139492910132,-1.8310853697339375,Dropout
0,0.5348368299699917,-0.30076353009622353,0,0,1,1,0,-0.3045174163605091,-0.5203297926791717,-1.1711438202523758,-0.10576624404465419,-0.2876857311500217,-0.5729499728367128,-0.7964910086829925,0.3583013350388834,Dropout
1,-0.9761310143078692,-0.9168102089829714,1,0,1,1,0,-0.3045174163605091,-0.5203297926791717,0.06441588839141525,0.0919795622523838,-0.2876857311500217,-0.5729499728367128,0.15229340222903848,0.28532177821312266,Graduate
0,-0.9761310143078692,-0.49926745995973154,0,1,0,1,0,0.5029319783718854,-0.13128815572234495,-0.5533639659304803,0.22381009978374233,0.20677411926407815,-0.1310017362457082,-0.4802295383789822,0.3583013350388834,Dropout
0,-0.522840661024511,-0.42397286587357386,0,1,1,1,0,-0.3045174163605091,-0.13128815572234495,-0.24447403876953253,0.4380347232722003,-0.2876857311500217,-0.5729499728367128,-1.4290139492910132,-1.8310853697339375,Dropout
0,0.005998084472740374,-0.4718876075647646,1,0,1,1,0,-0.3045174163605091,-0.5203297926791717,0.06441588839141525,0.8434136261811283,-0.2876857311500217,-0.5729499728367128,0.15229340222903848,1.05160712488361,Graduate
0,-2.260453681944051,-1.8271903011156108,1,0,1,1,0,-0.3045174163605091,0.25775348123448183,0.06441588839141525,0.6709792830901112,-0.2876857311500217,0.7528947369363009,0.7848163428370591,0.7857530250183387,Graduate
0,-0.9761310143078692,-0.40343797657734815,0,0,0,1,0,-0.3045174163605091,-0.13128815572234495,-0.24447403876953253,0.4874711748464598,-0.2876857311500217,-0.1310017362457082,0.15229340222903848,0.6867093407548067,Dropout
1,0.013552923694129249,-1.2042986591301206,0,0,1,1,0,-0.3045174163605091,-0.5203297926791717,-1.4800337474133236,-2.0832243070150342,-0.2876857311500217,-0.5729499728367128,-1.4290139492910132,-1.8310853697339375,Dropout
0,-0.22064709216893877,0.020949735544632943,1,0,1,1,0,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.22381009978374233,-0.2876857311500217,-0.1310017362457082,0.15229340222903848,0.5772400055161654,Graduate
0,-0.06955030774115267,0.3495079642842326,1,0,1,1,1,-0.3045174163605091,0.25775348123448183,0.37330581555236303,0.5896398414332625,-0.2876857311500217,0.7528947369363009,0.7848163428370591,0.6814965152672524,Graduate
1,-0.22064709216893877,0.41795759527164905,0,0,1,1,1,0.9066566757380826,-0.13128815572234495,0.37330581555236303,0.19085246540090278,0.7012339696781781,-0.1310017362457082,0.46855487253304884,0.5928784819788286,Graduate
0,0.4592884377560986,-0.08172471093649171,0,0,1,1,1,-0.3045174163605091,-0.13128815572234495,0.06441588839141525,0.3556406373151012,-0.2876857311500217,-0.1310017362457082,0.46855487253304884,0.510342078425885,Graduate
0,-0.22064709216893877,-0.9441900613779384,0,0,1,1,1,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.6193017123778183,-0.2876857311500217,-0.1310017362457082,0.46855487253304884,0.7536072678450871,Graduate
0,2.574643419745104,2.190803037845735,0,0,1,1,0,-0.3045174163605091,-0.5203297926791717,0.06441588839141525,0.8264639856413819,-0.2876857311500217,-0.5729499728367128,0.15229340222903848,1.05160712488361,Graduate
1,-0.22064709216893877,-0.49926745995973154,0,0,1,1,0,-0.3045174163605091,-0.5203297926791717,0.06441588839141525,0.012881239733568528,-0.2876857311500217,-0.5729499728367128,0.15229340222903848,0.17585244297448166,Dropout
0,-0.22064709216893877,0.12362418202575759,1,0,1,1,0,-0.3045174163605091,0.25775348123448183,0.6821957427133108,0.4962598773485503,-0.2876857311500217,0.7528947369363009,1.1010778131410695,0.6493073178816043,Graduate
0,-0.22064709216893877,0.18522884991443278,0,0,1,1,0,-0.3045174163605091,-0.13128815572234495,-1.4800337474133236,-2.0832243070150342,-0.2876857311500217,-0.1310017362457082,-1.4290139492910132,-1.8310853697339375,Dropout
0,-0.29619548438283183,1.9170045138960692,1,0,1,1,0,-0.3045174163605091,-0.13128815572234495,0.06441588839141525,0.4874711748464598,2.1846135209204776,2.0787394467093145,1.7336007537490903,0.5225053378968451,Dropout
0,0.6103852221838847,0.8560352335911146,1,0,1,1,0,-0.3045174163605091,0.6467951181913085,0.9910856698742586,0.8701093100312284,-0.2876857311500217,0.7528947369363009,1.1010778131410695,0.8937888332479026,Graduate
0,-0.598389053238404,-0.848360577995555,0,0,1,1,0,-0.3045174163605091,0.25775348123448183,0.37330581555236303,0.5138372823527314,-0.2876857311500217,0.7528947369363009,0.7848163428370591,0.39870073256742955,Graduate
0,-0.22064709216893877,0.3152831487905244,0,0,1,1,1,0.9066566757380826,-0.13128815572234495,0.37330581555236303,0.28972536854942177,0.7012339696781781,-0.1310017362457082,0.46855487253304884,0.3583013350388834,Graduate
0,0.013552923694129249,-0.08856967403523296,1,0,1,0,0,0.5029319783718854,0.25775348123448183,0.06441588839141525,0.26995078791971805,0.20677411926407815,0.7528947369363009,0.15229340222903848,0.17585244297448166,Dropout
0,0.4592884377560986,0.06201951413708241,1,0,1,0,1,-0.3045174163605091,-2.4655379774633057,-1.4800337474133236,-2.0832243070150342,-0.2876857311500217,-2.7826911557917358,-1.4290139492910132,-1.8310853697339375,Graduate
0,-0.22064709216893877,0.18522884991443278,1,0,1,0,0,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.4027229721477292,-0.2876857311500217,-0.1310017362457082,0.46855487253304884,0.4364937173521985,Graduate
0,-0.598389053238404,-0.4924224968609903,0,1,1,0,0,-0.3045174163605091,-0.5203297926791717,0.06441588839141525,0.13152872351179126,-0.2876857311500217,-0.5729499728367128,-0.16396806807497186,0.13024021995838123,Dropout
0,1.2903207521089222,0.2399885547043667,0,0,1,0,0,-0.3045174163605091,0.25775348123448183,0.6821957427133108,0.28478172339199576,-0.2876857311500217,0.7528947369363009,1.1010778131410695,0.6775868961515865,Graduate
0,0.6103852221838847,0.5822367096414488,1,0,1,0,0,-0.3045174163605091,-2.4655379774633057,-1.4800337474133236,-2.0832243070150342,-0.2876857311500217,-2.7826911557917358,-1.4290139492910132,-1.8310853697339375,Dropout
0,-1.1272277987356554,-1.0673993971552878,1,0,1,0,0,-0.3045174163605091,-0.13128815572234495,-0.5533639659304803,0.22381009978374233,-0.2876857311500217,-0.1310017362457082,-1.112752478987003,0.3583013350388834,Dropout
0,0.6859336143977778,0.3837327797779408,1,0,1,0,0,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.3556406373151012,-0.2876857311500217,-0.1310017362457082,-0.4802295383789822,0.4191176323936841,Graduate
0,-0.9761310143078692,-0.8072907994031056,1,1,1,0,0,-0.3045174163605091,-0.5203297926791717,-0.5533639659304803,-0.03985097527897475,-0.2876857311500217,-0.5729499728367128,-0.4802295383789822,0.14978831553671007,Dropout
0,-2.033808505302372,-1.4575622937835615,1,0,1,0,1,-0.3045174163605091,-0.13128815572234495,-0.24447403876953253,-0.006893340896135201,-0.2876857311500217,-0.1310017362457082,-1.112752478987003,0.17585244297448166,Dropout
0,-0.9005826220939762,-0.47873257066350683,1,1,1,0,1,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.6193017123778183,-0.2876857311500217,-0.1310017362457082,0.46855487253304884,0.6015665244580859,Graduate
0,1.2903207521089222,0.2399885547043667,0,0,1,0,1,-0.3045174163605091,0.25775348123448183,0.6821957427133108,0.8518884464510009,-0.2876857311500217,0.7528947369363009,1.1010778131410695,0.915784060791222,Graduate
1,-0.9761310143078692,-0.7046163529219809,0,0,1,0,0,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.28972536854942177,-0.2876857311500217,-0.1310017362457082,0.46855487253304884,0.29748503768408274,Graduate
0,-1.4294213675912275,-1.1700738436364124,1,0,1,0,0,-0.3045174163605091,-0.13128815572234495,0.06441588839141525,0.32927452980882926,-0.2876857311500217,-0.1310017362457082,0.15229340222903848,0.39479111345176365,Dropout
1,0.5348368299699917,1.9443843662910343,1,0,1,0,0,-0.3045174163605091,-2.0764963405064787,-1.4800337474133236,-2.0832243070150342,-0.2876857311500217,-0.5729499728367128,-1.4290139492910132,-1.8310853697339375,Dropout
0,2.0458046742478526,3.6350902516802215,0,1,1,0,0,2.117830767836674,2.2029616660186155,0.37330581555236303,0.3226830029322613,3.1735332217486776,2.520687683300319,1.7336007537490903,0.5954848947226058,Dropout
1,-0.22064709216893877,-1.1837637698338959,1,0,1,1,0,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.0919795622523838,-0.2876857311500217,-0.1310017362457082,0.15229340222903848,0.17585244297448166,Graduate
0,2.0458046742478526,2.3071674105243423,1,0,1,1,1,-0.3045174163605091,0.6467951181913085,0.6821957427133108,0.5032908393502228,-0.2876857311500217,0.7528947369363009,0.7848163428370591,0.5553461384684373,Graduate
0,-0.9761310143078692,-1.8682600797080602,0,0,1,1,1,-0.3045174163605091,-0.5203297926791717,-0.24447403876953253,-0.006893340896135201,-0.2876857311500217,-0.5729499728367128,0.15229340222903848,0.28532177821312266,Graduate
0,-0.6739374454522971,-0.6635465743295313,1,0,1,0,0,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.026064293486704346,-0.2876857311500217,-0.1310017362457082,0.15229340222903848,0.2123422213873619,Graduate
0,0.013552923694129249,-1.8135003749181273,0,0,1,0,0,-0.3045174163605091,0.25775348123448183,-1.4800337474133236,-2.0832243070150342,-0.2876857311500217,0.31094650034529636,-1.4290139492910132,-1.8310853697339375,Dropout
0,0.013552923694129249,-1.526011924770978,1,0,0,1,0,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.6852169811434977,-0.2876857311500217,-0.1310017362457082,0.46855487253304884,0.631974673135486,Graduate
0,0.013552923694129249,-1.8682600797080602,0,0,1,1,0,-0.3045174163605091,-0.13128815572234495,-0.8622538930914281,0.28972536854942177,-0.2876857311500217,-0.1310017362457082,-1.4290139492910132,-1.8310853697339375,Dropout
0,0.013552923694129249,-0.8072907994031056,0,0,1,1,0,-0.3045174163605091,-0.13128815572234495,-0.5533639659304803,0.4215559060807803,-0.2876857311500217,-0.1310017362457082,-1.4290139492910132,-1.8310853697339375,Dropout
1,0.013552923694129249,-0.9099652458842301,0,0,1,1,0,0.5029319783718854,0.6467951181913085,0.9910856698742586,0.26500714276229204,-0.2876857311500217,-0.1310017362457082,0.46855487253304884,0.4191176323936841,Graduate
0,0.15709486890052646,-0.16386426812139065,1,0,1,1,0,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.6193017123778183,-0.2876857311500217,-0.1310017362457082,0.46855487253304884,0.6015665244580859,Graduate
0,-0.06955030774115267,-0.47873257066350683,1,0,1,1,1,-0.3045174163605091,0.25775348123448183,0.6821957427133108,0.6357805295692383,-0.2876857311500217,0.7528947369363009,1.1010778131410695,0.8103691453762347,Graduate
0,-1.3538729753773344,-1.0810893233527712,1,1,0,1,0,-0.3045174163605091,0.25775348123448183,-0.24447403876953253,0.2818155362975404,-0.2876857311500217,0.31094650034529636,-1.4290139492910132,-1.8310853697339375,Dropout
0,-0.22064709216893877,0.10308929272953384,0,0,1,1,0,2.5215554652028715,1.4248783921049621,0.9910856698742586,0.46275294905933,1.6901536705063778,1.1948429735273056,0.15229340222903848,0.6137297839290459,Dropout
0,0.013552923694129249,-1.1837637698338959,1,0,1,1,0,-0.3045174163605091,-2.4655379774633057,-1.4800337474133236,-2.0832243070150342,-0.2876857311500217,-2.7826911557917358,-1.4290139492910132,-1.8310853697339375,Graduate
1,-0.22064709216893877,-0.9441900613779384,1,0,1,1,0,-0.3045174163605091,-0.13128815572234495,-1.4800337474133236,-2.0832243070150342,-0.2876857311500217,-0.1310017362457082,-1.4290139492910132,-1.8310853697339375,Dropout
0,0.013552923694129249,2.238717779536926,0,0,1,1,0,4.943903649400054,4.537211487759576,4.079984941483736,0.8101090693311004,4.656912772990977,2.9626359198913237,2.682385164661121,0.7653027096440872,Graduate
0,-0.74948583766619,-0.6772365005270139,1,0,1,1,0,-0.3045174163605091,-0.13128815572234495,-1.4800337474133236,-2.0832243070150342,-0.2876857311500217,-0.1310017362457082,-1.4290139492910132,-1.8310853697339375,Dropout
0,-0.22064709216893877,-0.34867827178741523,0,1,1,1,0,1.31038137310428,1.4248783921049621,1.608865524196154,0.4874711748464598,2.1846135209204776,2.0787394467093145,2.0498622240531006,0.40806012378372003,Graduate
0,-0.8250342298800831,-0.6224767957370809,1,0,1,1,0,-0.3045174163605091,-0.13128815572234495,-1.4800337474133236,-2.0832243070150342,-0.2876857311500217,-0.1310017362457082,-1.4290139492910132,-1.8310853697339375,Dropout
0,-1.5049697598051206,-1.40964755209237,1,0,1,1,0,-0.3045174163605091,-0.13128815572234495,-0.24447403876953253,0.7247661424029053,-0.2876857311500217,-0.1310017362457082,-0.16396806807497186,0.5863624501193856,Dropout
0,-1.6560665442329066,-1.3069731056112452,1,0,1,1,0,0.5029319783718854,0.25775348123448183,0.37330581555236303,0.5402033898590031,-0.2876857311500217,0.31094650034529636,0.15229340222903848,0.41303600265820406,Dropout
0,0.6859336143977778,0.6027715989376726,1,0,1,1,0,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.656967580243921,-0.2876857311500217,-0.1310017362457082,0.46855487253304884,0.9056480112320886,Graduate
0,-0.1450986999550457,0.8560352335911146,1,0,1,1,0,-0.3045174163605091,-0.5203297926791717,0.06441588839141525,0.5665694973652751,-0.2876857311500217,-0.5729499728367128,0.15229340222903848,0.504260448690405,Graduate
0,1.8947078898200664,2.0333688865746766,1,0,1,1,0,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.4215559060807803,-0.2876857311500217,-0.1310017362457082,0.46855487253304884,0.4625578447899701,Graduate
0,-0.8250342298800831,0.2536784809018492,1,0,1,1,0,-0.3045174163605091,0.25775348123448183,0.37330581555236303,0.39189403513622456,-0.2876857311500217,0.31094650034529636,0.46855487253304884,0.45256659593882415,Dropout
0,0.5348368299699917,0.6643762668263478,0,0,1,1,0,-0.3045174163605091,-0.5203297926791717,0.06441588839141525,0.5157205757460366,-0.2876857311500217,-0.5729499728367128,0.15229340222903848,0.24883199980024243,Graduate
0,-0.4472922688106179,-0.37605812418238216,0,0,1,1,0,-0.3045174163605091,-0.5203297926791717,0.06441588839141525,0.40837285232764453,-0.2876857311500217,-0.5729499728367128,0.15229340222903848,0.7231991191676869,Graduate
0,0.013552923694129249,0.2536784809018492,1,0,1,1,0,-0.3045174163605091,-0.13128815572234495,-0.5533639659304803,0.0919795622523838,-0.2876857311500217,-0.1310017362457082,-0.7964910086829925,0.17585244297448166,Dropout
0,-0.9761310143078692,-0.5950969433421149,1,0,1,1,0,-0.3045174163605091,-0.5203297926791717,0.06441588839141525,0.052430400992976335,-0.2876857311500217,-0.5729499728367128,-0.16396806807497186,0.2214646659905821,Graduate
0,0.30819165332831255,-0.34183330868867395,0,0,1,1,0,-0.3045174163605091,-2.4655379774633057,-1.4800337474133236,-2.0832243070150342,-0.2876857311500217,-2.7826911557917358,-1.4290139492910132,-1.8310853697339375,Dropout
0,-0.1450986999550457,0.04148462484085865,0,0,1,1,1,-0.3045174163605091,-0.5203297926791717,0.06441588839141525,0.4479220135870523,-0.2876857311500217,-0.5729499728367128,0.15229340222903848,0.7596888975805671,Graduate
0,-0.22064709216893877,-0.41028293967609036,1,0,1,1,0,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.7181746155263373,-0.2876857311500217,-0.1310017362457082,0.46855487253304884,0.39479111345176365,Graduate
0,-0.8250342298800831,-0.6977713898232396,1,0,1,1,0,-0.3045174163605091,0.25775348123448183,0.06441588839141525,0.3094999491791255,-0.2876857311500217,0.31094650034529636,-1.4290139492910132,-1.8310853697339375,Dropout
0,2.0458046742478526,2.238717779536926,1,0,1,1,0,0.09920728100568814,-0.13128815572234495,0.37330581555236303,0.7181746155263373,0.20677411926407815,-0.1310017362457082,0.15229340222903848,0.6826549209311537,Graduate
0,-0.1450986999550457,-0.32129841939244924,1,0,1,1,0,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.4874711748464598,-0.2876857311500217,-0.1310017362457082,0.46855487253304884,0.6623828218128862,Graduate
0,-0.06955030774115267,0.048329587939599905,1,0,1,1,0,-0.3045174163605091,0.25775348123448183,0.6821957427133108,0.5798467157880757,-0.2876857311500217,0.7528947369363009,1.1010778131410695,0.9076752211439156,Graduate
0,0.3837400455422056,-0.16386426812139065,1,0,1,1,1,-0.3045174163605091,0.25775348123448183,0.6821957427133108,0.5344358038420064,-0.2876857311500217,0.7528947369363009,0.7848163428370591,0.676283689779698,Dropout
0,-0.22064709216893877,-0.24600382530629056,1,0,1,1,0,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.3556406373151012,-0.2876857311500217,-0.1310017362457082,0.46855487253304884,0.5407502271032851,Graduate
0,-0.522840661024511,-0.4924224968609903,1,0,1,1,0,-0.3045174163605091,-0.5203297926791717,0.06441588839141525,0.36882369106823704,-0.2876857311500217,-0.5729499728367128,0.15229340222903848,0.8326684544063279,Graduate
0,1.139223967681136,0.30159322259303994,1,0,1,1,0,-0.3045174163605091,0.25775348123448183,0.06441588839141525,0.6852169811434977,-0.2876857311500217,0.31094650034529636,-1.4290139492910132,-1.8310853697339375,Dropout
0,-0.22064709216893877,0.40426766907416456,0,0,1,1,0,1.714106070470477,1.0358367551481353,1.2999755970352063,0.22381009978374233,0.7012339696781781,0.31094650034529636,0.7848163428370591,0.30617308016333994,Graduate
0,-1.2027761909495485,-1.2316785115250877,0,1,0,1,1,-0.3045174163605091,-0.13128815572234495,0.06441588839141525,0.28972536854942177,-0.2876857311500217,-0.1310017362457082,-0.16396806807497186,0.44952578107108426,Dropout
0,-0.9761310143078692,-0.9784148768716466,1,0,1,1,0,-0.3045174163605091,-0.5203297926791717,-0.24447403876953253,0.32927452980882926,-0.2876857311500217,-0.5729499728367128,-0.16396806807497186,0.2670768890066825,Graduate
0,1.5169659287506012,2.0949735544633517,0,1,1,1,1,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.8500051530576962,-0.2876857311500217,-0.1310017362457082,0.46855487253304884,0.8752398625546884,Graduate
0,3.4056757340979273,3.2449273550519466,0,0,1,1,0,-0.3045174163605091,0.25775348123448183,0.6821957427133108,1.3031726258217415,-0.2876857311500217,0.7528947369363009,1.1010778131410695,1.3777345194487278,Graduate
0,-0.29619548438283183,0.10308929272953384,1,0,1,1,0,-0.3045174163605091,0.25775348123448183,0.37330581555236303,0.4215559060807803,-0.2876857311500217,0.31094650034529636,0.46855487253304884,0.4799339297484845,Graduate
0,-1.2783245831634413,-1.1769188067351546,1,0,1,1,1,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.4215559060807803,-0.2876857311500217,-0.1310017362457082,0.15229340222903848,0.3583013350388834,Graduate
0,0.15709486890052646,-0.43081782897231513,1,0,1,1,1,-0.3045174163605091,-0.13128815572234495,0.37330581555236303,0.15789483101806323,-0.2876857311500217,-0.1310017362457082,0.46855487253304884,0.2670768890066825,Graduate
0,0.6103852221838847,0.30159322259303994,1,0,1,1,1,-0.3045174163605091,0.25775348123448183,0.6821957427133108,0.6071073876561678,-0.2876857311500217,0.7528947369363009,1.1010778131410695,0.4187375305352166,Graduate
0,-0.06955030774115267,-0.5608721278484068,1,0,1,1,1,-0.3045174163605091,-0.13128815572234495,0.06441588839141525,0.28972536854942177,-0.2876857311500217,-0.1310017362457082,0.15229340222903848,0.13936266456160146,Graduate
0,-0.06955030774115267,-0.17755419431887412,1,0,1,1,0,-0.3045174163605091,-0.5203297926791717,-1.4800337474133236,-2.0832243070150342,-0.2876857311500217,-0.5729499728367128,-1.4290139492910132,-1.8310853697339375,Dropout
0,-1.5049697598051206,-0.6909264267244973,1,0,1,1,0,-0.3045174163605091,-0.13128815572234495,0.06441588839141525,0.13152872351179126,-0.2876857311500217,-0.1310017362457082,-0.4802295383789822,0.29748503768408274,Dropout
0,0.08154647668663342,0.10308929272953384,0,0,1,1,0,-0.3045174163605091,-0.5203297926791717,0.06441588839141525,0.561625852207849,-0.2876857311500217,-0.5729499728367128,0.15229340222903848,0.7536072678450871,Graduate
0,0.23264326111441952,0.2879032963955574,0,0,1,1,1,-0.3045174163605091,0.25775348123448183,0.37330581555236303,0.6581917209495699,-0.2876857311500217,0.7528947369363009,0.7848163428370591,0.7557792784649016,Graduate
0,-0.29619548438283183,-0.26653871460251527,0,0,1,1,0,-0.3045174163605091,-0.5203297926791717,0.06441588839141525,0.36882369106823704,-0.2876857311500217,-0.5729499728367128,0.15229340222903848,0.6137297839290459,Graduate
